username,sentence,food_quality,price,service,ambiance,portion
Dewi Nur Asiah,makanan enak dan cepet juga pelayanan nya,positive,neutral,neutral,neutral,neutral
3D_076 _Nasihatus sholihah,"makanannya enak,pelayanan cepat,tempatnya bersih,karyawannya super duper ramah",positive,neutral,positive,positive,neutral
intann,mie nya enakk bangetttt habiss itu harga juga sangat ramahh untuk pelajar dan tempat nya bersih serta rapii,positive,neutral,positive,positive,neutral
Aulia Khairunnisa,"makanannya enak, pelayanannya ramah dan cepat suasananya terasa sejuk karena banyak tanamannya",positive,neutral,positive,positive,positive
Nama Saya,"tempatnya nyaman, makanannya juga enak. plus pelayanannnya sangat ramah",neutral,neutral,positive,positive,neutral
Ridho Abyakta Prayoga,please deh buat karyawan nya saya pesan cabe 4 rasanya kayak level 4 cabenya banyak sekali biasanya cabe 4 cabenya dikit sampai seharian sakit perut habis mkan ni mie karena ga kuat mkan pdes tolong yg teliti,neutral,neutral,neutral,neutral,positive
Indah Ayu Lestari,"enak banget, tapi sayangnya pangsit gorengnya kurang renyah sedikit",positive,neutral,neutral,neutral,negative
Avijulia,"dateng kesini pas tgl 4 jam set6 sore promo gratis mie khusus dine in. aku pesen mie disko dan mie goyang request cabe 2 semua. tapi pas dateng malah mie manja dan kayaknya mie goyang bukan cabe 2 karena pedes bgtt. sebelumnya udh pernah coba wizzmie di kota lain dan rasa yg request cabe 2 ga sepedes itu harusnya. pas mienya dateng, mas2 waiternya juga kayakanya bingung sama pesenanku yg mana karena waktu itu dia bawa 4 piring mie termasuk mie pesenanku. aku maklum sihh karena lagi masa promo, chaos bgt pasti, semoga next time ga kejadian lagi yaa untuk udang kejunya, kurasa kejunya kurang berasa, rasanya kayak nugget udang biasa aja, mungkin bisa dikoreksi gramasi kejunya. sejauh ini dari rasa, pelayanan, dan suasana gaperna mengecewakan.",negative,positive,neutral,neutral,neutral
Eva Fitria,makan nya enak semua suasana nyaman,positive,neutral,neutral,positive,neutral
Fanisa Triya,"tempat bagus, suasana nyaman, pelayanannya oke",neutral,positive,neutral,positive,neutral
Mirna Intan,"makanannya enak, layanannya juga sangat baik. dan suasananya cukup nyaman dan bagus.",positive,neutral,positive,positive,positive
Suci Wulandari,"sejauh ini sih pelayanan cukup baik, kebersihan oke, makanan enak dan tempatnya nyaman.",positive,positive,positive,positive,positive
Kamila Putri,tempat oke tapi kasir selalu kurang teliti order lv 5 jadinya level 1 padahal udah nunggu sejam,neutral,positive,neutral,neutral,negative
rima phw,"makasih wizzmie sudah merayakan momen ultah kami, saya sangat suka.",neutral,neutral,neutral,neutral,neutral
Marsanto Hary,menu mie dengan topping cabe sesuaikan selera kepedasan masing-masing penikmat,positive,positive,neutral,neutral,neutral
Devi Sartika,untuk pelayanan kurang bngt dari servis yg ga ramah name tag nama bara di tanya jutek makanan udh redy di tandon di samperin sama ank kichen udh suruh nganter tapi atas nama bara mlh dngn ketus jwbnnya ditawarin saya bawa aja mas sendiri kalok ga mampu mlh ketus pdhl temennya udh ingetin 45m ga di anter,negative,neutral,negative,neutral,negative
saskia zahra18,"tolong dong attitude kariawanya di perbaiki jutek banget yng ngambilin gelato,minimal senyum mbaa,kalo rasa udah enak tapi pelayanan kariawanya masih kaya gitu yaa males mau balik lagi,buat mba2 cewe kurus banget baju pink sama baju item tolong yang ramah!!!",positive,neutral,neutral,neutral,neutral
Citra,"kalo soal rasa wizzmie udah ga diragukan ya. tempatnya selalu bagus, ambiance nyaman. cuma tolong karyawannya di train utk lebih ramah. terutama yg wanita2. kasir judes. yg ngelayani gelato juga sama, saya bilang makasih dia melengos aja. terus saya sempet salah kursi, penjaga wanita yg negur petentang petenteng, muka garang, bicara judes. bisa kan negur yg baik? berasa barak militer, kami cuma mau makan",neutral,neutral,positive,positive,neutral
luly firdausi,enak. gercep. kekinian. balita hingga dewasa cocok buat jajan.,positive,neutral,positive,positive,neutral
Dyah Ayu,"sebenernya rasanya enak, tapiiii saya nunggu 1.5 jam gak dateng2 makanannya. pas di cek eh trnyta struk dapurnya ilang, jdi gk d buat2in makanannya",positive,positive,neutral,neutral,positive
Akhlul Hukhomah,"tempatnya asyik, pelayanannya cepat, makanannya enak semua",positive,neutral,positive,neutral,neutral
Verheina Jasmine,"kalo malem antrenya lama, tapi pelayanannya sat set cepet kok dan waktu tunggu makanannya cepet, sayang bgt duduk sesuai no yg dikasih jadi ga bisa sembarang duduk di meja yg dimau, tempatnya luas dan bersih bgt, parkir luas, udang kejunya juaraaa",positive,positive,negative,positive,neutral
salma,"ambience super oke, parkiran luas, pegawai dan staff ramah semua, super nyaman dan makanannya gada yg fail. buat gelato paling rekomen yg varian durian",positive,positive,positive,positive,neutral
Helend Pratiwi,tempat yang sangat nyaman pelayanan bagus ramah cepat makananya enak enak semua recommended,positive,neutral,positive,positive,neutral
Fendy Hadiyanto,akhirnya ada mie pedas di banyuwangi ada 3 macam mie goyang mie disko sma mie manja dimsumnya enak paling suka apalagi ada gelatonya,positive,neutral,neutral,positive,neutral
rami aja,"yang paling deket dengan kualitas gacoan ya ini,,untung banget udah buka di bwi, dari harga, rasa, layanan, dan suasana worth it banget parkir juga luas",positive,positive,neutral,positive,neutral
Cristiano Ronaldo,suasana nyaman pelayanan cepet ramah makanannya enak enak semua tempatnya bersih,positive,neutral,positive,positive,neutral
Ahmad Fadoli,"ini pengalaman saya take away. saya pesen 1 mie goyang, 1 udang keju. nunggunya cepet banget, sekitar 1 jam. pas nyampe rumah, yang dateng malah mie disco yg tanpa kecap, akhirnya nambahin kecap sendiri pas dimakan. untuk udang kejunya apa ngisinya beda ya? soalnya ada yg gaada kejunya, ada yg dikit, ada yg ful. mohon diperhatikan ya",neutral,positive,neutral,neutral,positive
Miranda Dieban,"mohon ditingkatkan kembali kecepatan pelayanannya, agar tidak ragu dalam memesan makanan disini. untuk rasa nya lumayan enak",positive,neutral,positive,neutral,neutral
Ifnu Frayogo,kapok mau makan aja harus nunggu 1setengah jam. pas d tanyain pelayannya agak sinis lagi mungkin dia lelah gak rekomen buat orang yang sabarnya setipis tissue,positive,positive,neutral,neutral,positive
Zen Takahashi,"tempat nyaman , makanannya enak harganyaa juga murahh",positive,positive,neutral,positive,neutral
mayuka mayuki,"pertahanakan kualitas makanan dan juga kebersihan tempat pelayanan bagus, sukses terus wizzmie banyuwangi",neutral,neutral,neutral,positive,neutral
Yulia Cahya,makananya enak pelayanan cepat dan ramah,positive,neutral,positive,neutral,neutral
Sri Galuh,"niat hati bungkus makanan yang gak kemakan, tapi salah 1 karyawan jutek amat. sinis banget, bikin gak mood poll!!!! bikin customer jadi males mau kesana lagi. padahal makanannya favorit timbang sebelah, tapi kalau pelayanannya jelek banget jadi mikir mikir lagi mau kesana",positive,neutral,negative,neutral,neutral
Sufyan Purnomo,wizzme banyuwangi okee rasa mantull suasana adem ayem mungkin kurang tisu atau garpu ya kak karna saya g bisa memakai sumpit,positive,positive,neutral,positive,negative
Sampira Sun,"tolong untuk cleaning yang sopan dan teliti lagi sy makan jam 21.30 kondisi meja kotor dan saya lihat lihat pas clean up emang kelihatan ga niat dan ga look sekitar. untuk makanan sudah enak tp untuk mas mas cleaning yang agak gemuk so bad attitude bro, come on sy udah 3x disini baru kali ini tidak enak dipandang, please rubah sikap ya mas",neutral,positive,positive,negative,positive
Chintya,"tempat nya nyaman, mie nya enak, ada gelato jugaa, pelayanannya mantap, dilengkapi dengan musholla juga",positive,neutral,neutral,positive,neutral
Risa Anggita putri,"nunggu hampir 1 jam setengah mi belum keluar, minuman sampe hilang dinginnyaa! dari yang awal nya laper jadi gak laper gara gara g mood !",neutral,neutral,neutral,neutral,neutral
399 Diela Tasya Nia,menu nya banyak dan enak banget apalagi mie goyang yang jadi kesukaan saya kalau lagi ke wizzmie. recomended semua menunya,positive,neutral,neutral,neutral,positive
DellaDwiCa,"halo kak,kemarin aku ke wizmie,biasanya walaupun rame juga aman2 aja,btw aku 3 kali ke wizmie,tpi baru tdi mlm pelayanannya ga mengenakkan,meja,kursi kotorr dan banyak airnya,alhasil aku pindah meja ke meja 14, dan itupun sedikit kotor juga aku lap sendiri pakai tisu,waiternya nganter makanan liat klo aku pindah meja dan mejanya kotor tapi cuma dilap pakai tangan kosong,ga bawa lap,padahal mondar mandir nganter makanan ke meja itu,complain meja kotor mau pindah meja malah suruh nyari2 cs nya dengan ciri2 lagi cewe,yng pakai baju hitam kak",neutral,neutral,neutral,negative,neutral
Diajeng Prameswari,hallo wizzme banyuwangi semua menu makananmu enak lo penyajian juga cepat pada saat itu saya kesana pas lagi sepi sih tpi sayank kenapa tempat harus ditentukan yaaa kita,positive,positive,positive,positive,positive
Alan Hw,buat pecinta mie pasti suka ditambah spicy level. menu minumannya bervariasi. good.,neutral,positive,neutral,neutral,positive
devinda saputri,"good, rasa pas, riquest untuk anak anak bisa, karuawan ramah pelayanan cepat fasilitas nyaman, ada play ground untuk anak anak",neutral,positive,positive,positive,positive
Zian Akbar,"tempatnya rekomend, nyaman juga. buat yg punya toodler cocok sih bisa sambil main",positive,neutral,neutral,positive,neutral
Wildanbwi,"enak banget recommended,buruan datang kesini",positive,neutral,neutral,neutral,neutral
Yoqi Nanda Gustifanny,"mantaappp, enak bangeet makanannya, pelayanannya juga cepet dan ramaah",positive,neutral,neutral,neutral,neutral
Aci Kirana,"sangat nyaman, pelayanannya juga baik, makanannyaa enakk bgtt",positive,neutral,positive,positive,neutral
Yustika Nuri Kusuma,"pertama kali ke wizmie niat hati nyamperin pacar kerja posisi asisten manager wizzmie karna lagi go, eh ternyata sedang berselingkuh dengan mbak2 kasir wizzmie, mantap jiwa jadi trauma ke wizzmie bwi",positive,neutral,positive,neutral,neutral
alia argarini,"tempat nyamaan ,makan enak",positive,neutral,neutral,neutral,neutral
Desy Susan,"makannya enak , rasanya pas juga",positive,positive,neutral,neutral,positive
Raden Arif,"makan di sini suasana nya enak adem,ada playland buat anak2,harga murah meriah. kalau malam hari seperti nya suasanya lebih bagus lagi. parkiran luas juga.",positive,positive,neutral,positive,neutral
ghea mnl,"makanan oke, pelayanan oke, hanya saja wastafelnya jauh dibelakang jadi yg dduk di depan harus berjalan jauh ke belakang saran, ada tempat cuci tgnwastafel di area dpn juga",neutral,positive,neutral,neutral,neutral
anti siniswa,"wizzme sekarang udah berubah, makanan udah1 jam belom di anter giliran di tanya malah jawab baru di buatin bukanya di cepetin malah ditawarin dibungkus aja, kecewa bangettt. sekedar saran sih mending di gacoan aja daripada di wizzme karyawannya juga kurang ramah kecuali kasir",negative,neutral,positive,neutral,neutral
luna,cobain gaisss enak bangettt,positive,neutral,neutral,neutral,neutral
ira Sandy,"mie nya enak, tempatnya bagus, luas dan bersih, parkiran luas, ada tmpat main anak, staffnya ramah. sangat recommended",positive,neutral,positive,positive,neutral
YsjSj82j7s 8Jjeos,"udah 3x kesini mie nya kyk berubah2 rasanya kadang terlalu manis, kadang pas enakan wktu opening meski hrus nunggu 3jam tpi worth it.",neutral,positive,neutral,neutral,positive
Moch Alfin Makfudin,"makanan enak, harga masi terjangkau lokasi sangat strategis di kota",positive,positive,neutral,neutral,neutral
Ika izza,"makanannya enak cuma sayang pelayanannya gak bgt, apa karna lagi rame, tapi harusnya soal waktu udah di atur dong, kita datang jam 20.30an, makanan sampek jam 21.50an artiny hampir jam 10 malam. dari yang awalnya happy sampek sebel karna udah laper, pas kita confrim lgi ke pelayannya, baru deh di anter itu pun mienya udah agak dingin. tolong ya di atur lagi waktunya. btw rice bowl sambel matahnya enak",positive,positive,neutral,neutral,positive
Arry Mawlany,"makanan dan minuman sangat worth, pelayanan cepat, ramah, dan lingkungan bersih. mantapp!!",positive,neutral,positive,positive,neutral
ayu dwi cahyani,"pertama, rice bowl lama bgtt gilaa 1jam lebih baru dateng, tanya sama waiters nya katanya nasinya baru matang knp ga konfirmasi dulu di kasir kalo nunggu lamaaa, orang bener laper malah dibikin ga mood makan. kedua, pesen mie goyang lv 1 lv 2 waiters nya salah bilang kalo yang lv 1 itu lv 2 sampe adek saya mutah dikamar mandi karna kepedesan, lain kali dikasi tanda level mie nya biar ga ketuker informasinya. mohon diberitahu agar tidak ada lagi kejadian kaya gini",neutral,neutral,negative,neutral,neutral
veleea aura putri,"udaranyaa sejuk, pelayanan nya okee",neutral,positive,neutral,positive,neutral
fenitris,salah satu rekomendasi kuliner jika ke daerah banyuwangi dan udah cukup sering sii wizz mie di cabang2 yg lain makanya setelah disini buka langsung cobain,positive,neutral,neutral,positive,positive
Fadhil Rifkian,"makanannya enak gk kalah sama yg sebelah. cocok buat nongkrong sama teman, keluarga, pasangan kalau ada. pokok the best!! kalau boleh level mie nya makin di naikin lagi",positive,positive,neutral,neutral,positive
Firda Aulia,"tempat nya nyaman, rindang juga, karena banyak pohon² didalam nya. makanan dan cemilan nya juga enak, pelayanan nya juga lumayan cepet, rekomen bgt deh buat kalian yang mau kesini",positive,neutral,neutral,positive,positive
Intan Wardani,"mba mba yg di stand eskrimnya ga profesional, masa lg ada yg mau pilih rasa dia sambil sibuk sama hal lain",neutral,neutral,negative,neutral,neutral
ichee syechbu,"tempatnya besar dan tidak pernah sepi, waktu tunggu makanan lumayan si 30-45 menit. sayang sekali sekarang ga bisa order lewat monitor, padahal supaya tidak antri terlalu lama. monitor cuma untuk makanan tambahan aja. untuk menu mie nya oke, ricebowl nya kurang.",neutral,positive,negative,neutral,negative
Salsabila Putri,bagus rasa nya lebih enak dari gacoan,positive,neutral,neutral,positive,neutral
Eky Nurjanah,"mie nya agak dingin,minuman lama makanan sampe udah pada habis.tolong lebih sopan ke cust perkara mau closing sengaja nyetel lagu keras bgt bikin budeg.seharusnya sih bilangin aja saya pun bakalan cepet2 pulang.service tolong diperbaiki ya!!!!!!!!!!!!!",negative,neutral,positive,neutral,neutral
Aulia Shavika,pelayanan sangat ramah dan makanannya enakk harga worth it bangettt,positive,neutral,positive,neutral,neutral
Laila Islamiyah,"makanannya enak, tipe mie yang aku suka banget, terus tempatnya sejuk gak panas ataupun pengap. harga juga terjangkau dan karyawannya ramah ramah",positive,positive,positive,negative,neutral
Stefany Amanda,"makanannya enak padahal, ada nasi juga tp waktu kesana antri pesennya lamaaa bangettt, trus pesen milk tea kayanya susunya basi soalnya minumannya jadi gagenak basi, gelato yakultnya juga basi padahal biasa beli jbr enak gada masalah apa apa",neutral,neutral,negative,neutral,neutral
Yulia Maulidah,makanannya enak pelayanan oke suasana nya nyaman bersih,positive,positive,neutral,positive,neutral
Dewi Ikrima,"tolong ya mb mas di teleliti lagi setiap pesanan orang, apalagi utk kasirnya. suruh ke tht pesen awal gk di masukin pesen kedua kali nunggu hampir 1 jam, ujung2nya sama sayang banget, dari menunya sudah enak. tpi pelayanannya yg gagal",positive,neutral,neutral,neutral,neutral
