username,review,char_length,word_count,length_category,estimated_tokens
Nurul Khasanah,"pelayanan lama, piye iki mas, diperbaiki lagi yak",49,8,0-50,11.2
Krisdana Surya (Laperman_),salah satu kopitiam peranakan paling recomended di banyuwangi,61,8,51-100,11.2
Djoko Subagio,"desain interior yg menarik, kopinya enak",40,6,0-50,8.399999999999999
ongis nade,lumayan rasanya lumayan harganya,32,4,0-50,5.6
maul husnah,"harga affordable, tempatnya nyaman",34,4,0-50,5.6
Siti N,menyenangkan dpt ilmu baru,26,4,0-50,5.6
Mochamad Sabdo,"tempatnya enak, harga terjangkau",32,4,0-50,5.6
kung Why,masuk komunitasnya brooo nyaman gaul,36,5,0-50,7.0
Zhurta Prastuta,yah begitulah tempat ngopi,26,4,0-50,5.6
Oscar Neosantara,rame elit upgrade wifi sulitttt,31,5,0-50,7.0
NXTLVL,b aja tp oke suasananya,23,5,0-50,7.0
Nanda Putra Ilmi Mustafid,tempat ngopi terdabest pokoknya,31,4,0-50,5.6
MAULANA ANNAFI'UL HAQ,tempat yang nyaman untuk berbincang dengan teman,48,7,0-50,9.799999999999999
Sigit Purwandi,kopi terbaik di tengah kota,27,5,0-50,7.0
Camelia Marita,salah satu tempat ngopi terfavorit,34,5,0-50,7.0
halosatriaaa,kopi istimewanya memang istimewaaa,34,4,0-50,5.6
maratus solehah,pelayanan kurang ramah,22,3,0-50,4.199999999999999
Wahyu H S,mantab betul,12,2,0-50,2.8
Alviatur Rosyidah,tempat ngopi anak hits banyuwangi,33,5,0-50,7.0
An Nisa,nyaman sekalee,14,2,0-50,2.8
Ishaq Tuasikal,joooosss pokok e,16,3,0-50,4.199999999999999
Eko Wijoyo,tempat nongkrong,16,2,0-50,2.8
Tan Shi Hua,"saya tidak yakin seperti apa roti panggang mentega kaya standar di indonesia, tetapi untuk semua orang malaysia dan singapura, perlu diingat, saya akan menghindari memesan roti panggang mentega kaya es teh tariknya lumayan, dan saya meminta lebih sedikit gula. secara estetika, kafe ini memiliki nuansa vintage dan bagus untuk fotografi. bahkan saat duduk di luar ruangan, suhunya cukup sejuk. secara keseluruhan, saya tidak akan bepergian ke sini untuk minum teh yang sayangnya saya lakukan, tetapi jika anda berada di daerah tersebut, mengapa tidak halo dari singapura, desember 2024",585,88,501-1000,123.19999999999999
Ehab Aboud,"tanpa berlebihan, ini adalah satu-satunya makanan terbaik yang pernah kami cicipi di seluruh indonesia sejauh ini! tempat ini luar biasa. suasananya adalah kerumunan orang-orang muda yang ceria yang akan bernyanyi bersama lagu-lagu bagus di speaker atau sekadar bermain kartu dan mengobrol dengan teman-teman mereka, semuanya pada larut malam. daerah yang tampaknya sepi dibangunkan oleh tempat ini begitu anda muncul dan anda tahu alasannya. stafnya juga sangat menyenangkan! sangat ramah dan berusaha sangat keras untuk berkomunikasi dengan saya dan istri saya dalam bahasa inggris. kami memesan mie bangla dan resep ayam dan nasi tetapi mie bangla mencuri perhatian. benar-benar hidangan luar biasa yang membuat kami terpesona teh leci juga sukses besar dan kami menyukainya! saya akan mengatakan satu hal yang identik dengan kafe dan restoran lokal di sekitar jawa deskripsi tiap item menu kurang dan foto juga tidak ada. untuk mendapatkan bintang lima dari saya, setidaknya harus ada menu dengan foto setiap item ditambah deskripsi, dengan bonus tambahan mengunggah ini ke peta google mereka juga, itu akan membuat perjalanan kita jauh lebih mudah. meski begitu, saya menyukai tempat ini jadi saya memuji tim karena pengaturannya yang bagus.",1246,186,1000+,260.4
Junia Anindya,"saya suka dekorasi bergaya peranakan retro mereka, dan mereka adalah salah satu dari sedikit kedai kopi di banyuwangi yang buka di pagi hari. saya suka makanan dan minuman mereka. tempatnya selalu ramai di malam hari.",217,35,201-300,49.0
Risyad Aji,"rasanya enak dengan harga terjangkau. wajib coba kopi istimewa, rasanya manis dan gurih. kecepatan internetnya juga bagus. jadi, cocok banget kalau kamu mau cari tempat dengan suasana nyaman dan kecepatan internet yang bagus.",225,33,201-300,46.199999999999996
Michel Richard,tempat yang bagus di pulau jawa timur untuk melihat kehidupan anak muda di banyuwangi. namun sayangnya rasa kopinya tidak seperti kopitiam. 610,143,22,101-200,30.799999999999997
Bella Al Haifah,tempatnya nyaman dengan harga terjangkau. anda bisa bersantai di dalam ruangan ber-ac atau di luar ruangan untuk area merokok. parkirkan mobilmotor anda di depan kafe. teh hijaunya yang terbaik. stafnya ramah.,209,31,201-300,43.4
Ine Van Der Schueren,"nyaman! nasi dan pao ayamnya sangat populer, tapi berbagai roti panggangnya juga lezat",86,13,51-100,18.2
Suria Nataadmadja,"kedai kopi tiam atau kedai kopi bergaya cina yang sangat bagus di banyuwangi. kami menikmati telur, roti, dan pisang goreng juga. pelayanan cepat dan memuaskan.",160,25,101-200,35.0
Angger Pangestu Ari,suka tempat bergaya retro. makanan minumannya cukup murah. merupakan tempat yang nyaman untuk berkumpul bersama teman atau bahkan pacar,135,19,101-200,26.599999999999998
Lucy Thompson,kopi yang nikmat dengan area duduk luar ruangan yang nyaman. anda juga bisa menikmati smoothie bowl di bar jus di seberangnya!,126,21,101-200,29.4
"Diana, The Globetrotting Detective",saya memesan es kopi latte seharga 12.000 rupiah. rasanya lezat dan pelayanannya baik.,86,13,51-100,18.2
Ravindra Faizal,senang bersantai,16,2,0-50,2.8
Verena L.,"kopi nikmat, tempat duduk asyik!",32,5,0-50,7.0
farhan 241,rasa kopi sudut datar untuk kopitiam,36,6,0-50,8.399999999999999
Laury Rousseau,"tempat yang luar biasa untuk minum kopi dan juga untuk makanan jika anda menginap di sekitar sana, saya sangat menyukainya!",123,20,101-200,28.0
Arthur R.,"tempat yang cocok untuk sarapan, makan siang, atau makan malam. makanannya lezat. jangan lewatkan tempat ini di banyuwangi!",123,18,101-200,25.2
Kai Wolf,es kopi terbaik yang kami punya di banyuwangi. staf yang sangat ramah dan makanan super lezat dengan harga bagus. 100 merekomendasikan.,135,21,101-200,29.4
Irene Bergosa,gaya peranakan dan makanannya enakkkkkkkk,41,5,0-50,7.0
M. Kress,harga murah untuk varian ayam dan nasi yang enak - i love it!,61,13,51-100,18.2
Umardhana Arifuddin,"kopi setelah makan siang akan sempurna di sini, bawa laptop anda dan cobalah bekerja di tempat ini. rekomendasi kopi dengan mentega dan roti srikaya.",149,24,101-200,33.599999999999994
Lufti NoerDars,"tempat yang bagus dengan menu yang enak, sayangnya, telur setengah rebus akan dihilangkan dari menu.",100,15,51-100,21.0
Olim Hon,"kafe kecil yang nyaman dengan pilihan kopi yang beragam. mereka juga menyiapkan sesuatu yang saya inginkan, meskipun tidak ada di menu.",135,21,101-200,29.4
Tobias “Winchester” M,makanan dan minumannya sangat lezat dan terjangkau. enak sekali!,64,9,51-100,12.6
Whella Fatinda,kopinya enak. pelayanannya bagus. duduk santai.,47,6,0-50,8.399999999999999
Rusdi Hartono,"suasana yang baik, makanan yang enak",36,6,0-50,8.399999999999999
Rebecca Metcalf,nasi lemaknya super enak,24,4,0-50,5.6
Nur Muhamad Utama,"ini toko temanku, joss.",23,4,0-50,5.6
Joseph Christian Saragih,jooooosss,9,1,0-50,1.4
Rizky Nuzul Kurnianda,biarkan bintangku berbicara,27,3,0-50,4.199999999999999
Aviv Putri Utami,ramah anak,10,2,0-50,2.8
Dinda Vania,tempat bersantai,16,2,0-50,2.8
Robby Firmansyah,tempat yang nyaman sekali,25,4,0-50,5.6
Aulia Mika,"makanannya enak semua, pelayanan ramah dan cepat, tempatnya luas indoor dan outdoor, tersedia playground bermain anak, dan tempatnya bersih udah berkali-kali ke tempat ini ga ada bosennya. semoga tetap konsisten dalam memberikan pelayanan konsumen",247,34,201-300,47.599999999999994
Ela Nuraini,"awalnya sempet ragu mau nyobain wizz mie, tapi karna lihat tempatnya luas dan bagus jadi yakin buat nuobain wkwk porsi mienya lumayan banyak dan dpt 2 pangsit yng lumayan besar. bisa pesen sesuai leves kepedasan yg diinginkan. rasanya ga cuma pedes aja. asin, gurih, manisnya masih kerasa. sipp side dishnya buanyaaakk. jadi pengen nyobaik semuaaa. sushinya ada lebih dari 3 jenis dan ukurannya jg besar pilihan dimsumnya juga banyaakk banget. jadi pengen nyobain semuanya wkwk gelatonya sih definisi the best gelato in town! nyobain yang rasa strawberry bener² kerasa banget strawberrynya. suasananya nyaman dan adem tempatnya bener² luas. cuma yang bagian belakang, alangkah baiknya meja kursi jangan di depan goilet pas yaa parkirnya juga luass banget tapi bagian kanan mungkin lbh baik ditanami pohon biar ga panas² banget huhu oh ya, alangkah lbh baik kalo sistem antriannya pake barcode di masing² meja, jadi antriannya bisa di meja masing² sambil duduk. overall good job wizzme!",985,154,501-1000,215.6
Alya Salsabila,"biasanya aku cuma order wizzmie lewat gojek krn aku tipe yg mls antriagak jauh jg dr rumah, tapi kali ini pas bgt pulang kuliah penasaran pengen cobain langsung ke tempatnya. ternyata suasananya enak jugatempatnya bersih, modern, dan open kitchen gitu, bisa lihat mereka masak langsung. mienya tetep seenak biasanya. aku pesen yang level 3, pas banget buat yang suka pedes tapi gak mau tersiksa pelayanannya juga ramah dan cepet kebetulan mbakasirnya tmn sndiri, jadi aku minta tempat yg sejuk. harganya masih oke, gak beda jauh sama yang di aplikasi.",551,89,501-1000,124.6
Dwi Widianto,"kasir ga jelas, banyak ngobrol sendiri sama temannya dan binggung sendiri. order makanan sampai berkali2 ngmngmya, soalnya suara music di store nya kenceng banget. order level 1 malah bolak balik di tanya balik sama kasirnya level 4 ? level 5? padahal uda bilang 1 wkekw. saking kencengnya lagu. order sendiri malah di suruhdikira sama orang lain, untuk masalah tempat duduk juga membinggungkan. kalau sudah di kasih nomer meja biasanya kan bisa pilih meja sesuai keinginan kita, ini dikasih nomer meja tapi disuruh duduk meja yg sama dengan nomernya. lah terus nomer meja portable nuat apa?? kalau emang gitu sistemnya harusnya di info di kasir bahwa nanti kakaknya duduk disini nomer ini. harusnya begitu. bukan sudah duduk malah di suruh pindah karna nomer salah. untuk makanannya oke mie nya, minumnya oke. tapi sushinya anyep, dingin banget. sarannya perlu di training lagi pegawai bagian kasir karna itu yg utama.",919,147,501-1000,205.79999999999998
Caramel Love,"beberapa kali kesini, beberapa kali juga rasa mienya berubah. paling suka sama udang kejunya. harga termasuk murah ya. untuk tempat duduk dikasih nomer menyesuaikan berapa orang kita datang",189,28,101-200,39.199999999999996
Maha Nanta,"mampir kesini pas malam minggu ternyata ramai sekali wkwkw. udah harganya yang terjangkau, enak, pelayanannya cepat, dan menunya juga variatif, ada varian mie, rice bowl, aneka sushi, dimsum, dan gelato. untuk ketersediaan tempat duduk juga banyak meskipun hanya di lantai 1 saja.",280,42,201-300,58.8
Roni Dwi Cahyo,"untuk lokasi wizzmie cukup mudah dijangkau, berada di pusat kota, parkiran luas dan banyak tempat, tapi sayangnya meja cukup sempit dan kecil, dan antriannya cukup panjang dikarenakan staff pemesanan sangat lelet tidak cekatan, entah kenapa wizzmie tidak melakukan ide barcode di meja sehingga customer bisa memesan secara instan mandiri sperti hal gerai mie sebelah yg sdh bisa pesan instan mandiri di meja, saya sangat kecewa dengan antrian yg sangat panjang dan krodit kami mengantri d bagian pemesan mie sekitar 20mnit berdiri tanpa duduk, setelah itu antri di bagian gelato 20menit berdiri kembali tanpa duduk bayangkan setengah jam lebih hanya untuk berdiri memesan menu belum lagi menunggu makanan ready sungguh kacau pelayanan staff yg sangat lelet dan tidak cekatan, entah kenapa dibagian ini banyak staff perempuan ditempatkan tidak ada satupun laki-laki dibagian depan pelayananan tak hanya itu utk pemilihan meja kursi ditentukan oleh staffnya kami bertiga dikasi meja kecil dan kursi hanya 2, sungguh sangat menyiksa meja dan kursi harus sesuai dengan papan yg kita bawa entah ini ide yg sangat diluar nalar semoga kedepan ada perubahan dan audit evaluasi yg signifikan utk pelayanannya kami sdh makan di berbagai restoran dan gerai makan di berbagai kota tetapi disini sy kira cukup banyak harus dibenahi kembali",1326,204,1000+,285.59999999999997
N Ekawati,"tempat nya bagus, luas. terutama parkiran nya luas bgt. mie nya enak, tp gak tau knp lv1 nya pedes banget. kondimen2 lain nya juga enak, minuman nya enak, gelato nya standar aja sih. pelayanan lumayan cepet",206,36,201-300,50.4
Mikha Setiyawati,"parkir cukup luas, cuman saat beli masih antri. harusnya bisa lebih cepat dgn penambahan kasir. mie mirip gacoan, makanan lain lumayan, harga standard, es krim enak.",165,26,101-200,36.4
nabilaa 1308,tempat yg bagus bersih nyaman parkir juga luas makanan minuman enak segar banyak pilihan menu udah yg ksekian kalinya bikin nagih luv dah poko e,144,25,101-200,35.0
Maya Luvita Sari,"fomomiehitswizzmie lagi cari tempat nongkrong kece sambil nyicipin mie yang lagi fomo banget? cus ke wizzmie banyuwangi! tempat ini tuh vibes-nya retro-disko tapi makanannya super kekinian. dari luar aja udah keliatan eye-catching, apalagi dalemnyabanyak spot estetik buat foto-foto sambil nunggu pesenan dateng. menu andalannya? jelas dong, mie pedas berlevel yang bisa disesuaikan sama nyali kamu! mulai dari yang santai-santai kayak mie manja tanpa cabai, sampe yang bikin lidah goyang kaya mie disko mie goyang. rasanya nagih banget, cocok buat nemenin obrolan seru bareng bestie. gak cuma mie, di sini juga ada rice bowl, dimsum, sushi, sampai gelato buat nutup sesi makan kamu dengan manis. lengkap banget! plus, tempatnya cozy, ac dingin, ada mushala, dan self-order juga adatinggal klik-klik langsung jadi. mau makan di tempat, take away, atau order via ojol? bebas! wizzmie banyuwangi emang definisi makan enak nongkrong asik konten ready. jadi, tunggu apa lagi? yuk cobain mie yang lagi hits sejagad ini!",1014,153,1000+,214.2
Angelita Chen,"tempat nya enak untuk kumpul bersama teman, keluarga ataupun pasangan kids friendly ada tempat bermain juga untuk anak. makanan dan minuman enak dan pelayanan ramah",164,25,101-200,35.0
Alfan Gumelar,"makanan enak dengan pilihan menu yang banyak, harga juga lumayan terjangkau. area makan besar dengan lahan parkir yang luas. disarankan untuk booking terlebih dahulu agar tidak lama antri.",188,28,101-200,39.199999999999996
Qori'atul Maghfiroh,"makananya pastinya enak!! harus coba yg mie goyang, porsi juga banyak. pasti kenyang. apalagi ada banyak menu yg lainnya, sushi, gelato, dll. lokasi juga luas banget, ada tempat mainan anak-anak. jadi bisa adem ayem bawa bocil.",227,36,201-300,50.4
Nur Kholifah,"kesini 12 april 2025 pukul 17.20 cepet banget penyajian makanannya, 5 menit makanan dan minuman udah diantar ke meja. padahal niatnya 17.25 mau sholat maghrib dulu karena biasanya lama. jadinya buka puasa duluan baru sholat. bagus ada peningkatan pelayanan. makanannya selalu enak dan harga terjangkau. favorit mie disko karena suka gurih dan siomaynya enak banget. terima kasih recommended",390,58,301-500,81.19999999999999
Auliya Shafira Putri,"kalo cari nyaman disini, karena ga terlalu penuh kayak si kompetitor. harga lebih mahal dikit, but worth to buy. servicenya biasa, menyesuaikan rame atau ga nya sih tapi menurutku lumayan lama. ada tempat main anak, jadi cocok buat keluarga. tempatnya luas, cuma kadang area parkir motornya bau, mungkin karena deket sungai.",324,51,301-500,71.39999999999999
Ida Laela,sangat menyenangkan dan nyaman tempatnya makanannya juga enak,61,8,51-100,11.2
Nur Laila Az-Zaara Khoirunissa,"pelayanan baik, tempatnya bersih dan nyaman makanannya pun juga enak recommended",80,11,51-100,15.399999999999999
mau lana,"kecewa bgt,nunggu makanann lama banget sampe 3 jam ga dianter anter,pas nanya ke waitersnya katanya blom jadi,karena udah mls nunggu jadi aku sama suami tinggal pulang,dan ngomong ke karyawan nya malah cuma bilang makasih kocak!!!",230,35,201-300,49.0
Maghfirotul Hidayah,"tempatnya bersih kamar mandinya jga bersih dan wangi, kids freindly krna ada tempat main anak, pelayanannya jga ramah dan memuaskan, makanannya enak tetapi selera ibu mau mienya agak matang dan ternyata bisa req dikasir",219,34,201-300,47.599999999999994
Andreas Lukitasyah Hutabalian,"udah beli harga normal, bungkus pun bayar dan takeaway, tp disuruh nunggu di lorong yg panas dan gak nyaman begini dan gak boleh duduk di resto sambil menunggu restoran, manajemen macam apa ini? yang takeaway udah kaya ojol aja",227,39,201-300,54.599999999999994
yenny hastuti,"tempat nyaman pelayanan cepat rasa memuaskan, kebersihan juga ok baik tempat maupun kamar mandi nya.",100,15,51-100,21.0
Yolia armanda,nyaman bgt pelayanan cepat harga murah makanan enak semua,57,9,51-100,12.6
dianita aprint manunggal,"menurut ku pribadi mie nya lumayan lah, rasa nya mirip2 dgn mie yg viral-viral gitu. minumannya juga enak kok, tp pas beli es teh nya rasanya mirip kyk teh botol sosro, entah emang lidahnya aja yang g sesuai. tapi kalau mau beli minuman yang manis, mending yang lain jangan es teh nya. terus ya kalau mau beli di sini harus sabar syekali,, karena emang antriannya lumayan panjang, apalagi pas weekend kemarin kesana pas weekend sih, jadi rame banget, setelah pesen makanan juga datang nya laamaa bangett hampir satu jam kayaknya,, sampek es nya meleleh, dan lagi ada meja sebelah padahal pesannya duluan kami tapi makanannya yg datang duluan mereka entah kenapa aku juga tidak tahu. semoga kedepannya nggak seperti itu, kan sudah ada nomer antriannya, jd bisa disesuaikan lagi sesuai antrian. kan kasihan dah duluan, makanannya datengnya belakangan.",849,138,501-1000,193.2
2B_113_Dinda Bela Farita,"tempatnya nyaman dan bagus, makanannya enak enak semua rekomend banget si",73,11,51-100,15.399999999999999
